0,0,0,0,0,0,0,0,0,0,0,0,0.181617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589148,0,0,0,0,9.37533,0,0,0,0,0.290144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9533,0,0,0,0,45.1674,0,0,0,0,13.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70654,0,0,0,0,15.3299,0,0,0,0,2.26355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250277,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.183832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615727,0,0,0,0,8.83501,0,0,0,0,0.27464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43069,0,0,0,0,46.6546,0,0,0,0,14.2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7464,0,0,0,0,14.8007,0,0,0,0,1.92911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254706,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.169359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564531,0,0,0,0,9.03219,0,0,0,0,0.245353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66193,0,0,0,0,49.0496,0,0,0,0,12.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36235,0,0,0,0,14.0245,0,0,0,0,2.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241011,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.178044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536304,0,0,0,0,8.46108,0,0,0,0,0.256209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07996,0,0,0,0,50.3476,0,0,0,0,12.9952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36886,0,0,0,0,13.6488,0,0,0,0,1.87164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245353,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.192705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801,0,0,0,0,11.4654,0,0,0,0,0.803321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5667,0,0,0,0,41.2517,0,0,0,0,13.1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55158,0,0,0,0,16.1492,0,0,0,0,2.8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22521,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.147646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521105,0,0,0,0,8.84761,0,0,0,0,0.232326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84544,0,0,0,0,53.8617,0,0,0,0,11.0886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88033,0,0,0,0,12.4458,0,0,0,0,1.90204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214955,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.172181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636865,0,0,0,0,9.56686,0,0,0,0,0.275905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97756,0,0,0,0,44.7675,0,0,0,0,13.4934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86901,0,0,0,0,15.6402,0,0,0,0,2.36698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238565,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.188416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624643,0,0,0,0,9.19326,0,0,0,0,0.303105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.87714,0,0,0,0,43.2442,0,0,0,0,15.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13961,0,0,0,0,16.0894,0,0,0,0,2.05825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24576,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.173999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766049,0,0,0,0,11.7243,0,0,0,0,0.553634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89802,0,0,0,0,44.8865,0,0,0,0,12.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26877,0,0,0,0,14.8411,0,0,0,0,2.59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210155,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.209481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04035,0,0,0,0,11.5848,0,0,0,0,1.01681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0223,0,0,0,0,38.1789,0,0,0,0,13.7666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95858,0,0,0,0,17.0335,0,0,0,0,2.9374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249494,0,0,0,0,0,0,0,0,0,0,0,0
